Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR24089361,2023-08-07 16:16:07,2023-04-06 03:17:14,2063720,623243440,2063720,302,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089361/SRR24089361.lite.1,SRX19889966,CCSORC001793-1077-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17243993,SAMN34087380,simple,447426,human oral metagenome,1077-V3,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,036788E511E535C5B9EB6592E1F68F41,A37B0B442C2296C917BF363C5D04FC9C
SRR24089337,2023-08-07 16:16:07,2023-04-06 03:17:31,2110001,637220302,2110001,302,259,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089337/SRR24089337.lite.1,SRX19889990,CCSORC001793-1094-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244017,SAMN34087459,simple,447426,human oral metagenome,1094-V2,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,A329B85F449AF45227A4CF00C7970E88,E002DC6BF7631E799A84CA3E0D6564E2
SRR24089302,2023-08-07 16:16:07,2023-04-06 03:17:30,1364505,412080510,1364505,302,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089302/SRR24089302.lite.1,SRX19890023,CCSORC001793-1131-V4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244050,SAMN34087625,simple,447426,human oral metagenome,1131-V4,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,15E0C6E0879E185FCCABD39A1ED4FA64,337BB7EEB2F82B1C0E61C90B1C459231
SRR24089301,2023-08-07 16:16:07,2023-04-06 03:17:19,2210837,667672774,2210837,302,267,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089301/SRR24089301.lite.1,SRX19890024,CCSORC001793-1132-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244051,SAMN34087626,simple,447426,human oral metagenome,1132-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,890D1D0127E8FA89DCC2B83C370BC3B5,4804DFCF0FD5AB55E639B7BAEFE8226A
SRR24089295,2023-08-07 16:16:07,2023-04-06 03:17:17,1876736,566774272,1876736,302,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089295/SRR24089295.lite.1,SRX19890029,CCSORC001793-1132-V4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244056,SAMN34087630,simple,447426,human oral metagenome,1132-V4,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,9B842E942A1086C6AE22DB9BD7487A02,58D6CE2690F5CC62F230047707FBCB6B
SRR24089292,2023-08-07 16:16:07,2023-04-06 03:17:47,2760132,833559864,2760132,302,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089292/SRR24089292.lite.1,SRX19890033,CCSORC001793-1133-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244060,SAMN34087634,simple,447426,human oral metagenome,1133-V3,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,207A394F49F1703BA2A5B986F2830229,A4ABCDE374F099A625C5433AD8E66897
SRR24089291,2023-08-07 16:16:07,2023-04-06 03:17:24,1771212,534906024,1771212,302,225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089291/SRR24089291.lite.1,SRX19890034,CCSORC001793-1133-V4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244061,SAMN34087635,simple,447426,human oral metagenome,1133-V4,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,19E311756C21BE4FF2B9490639E49551,580BECC5B86B86D17536FBCB33ADDA56
SRR24089282,2023-08-07 16:16:07,2023-04-06 03:17:12,1996708,603005816,1996708,302,250,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089282/SRR24089282.lite.1,SRX19890041,CCSORC001793-1138-V4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244068,SAMN34087660,simple,447426,human oral metagenome,1138-V4,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,DC7243A1C6EC45C25384106E74BCC75B,D89E3631F1956107FF255F4E9B520086
SRR24089281,2023-08-07 16:16:07,2023-04-06 03:17:38,2142283,646969466,2142283,302,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089281/SRR24089281.lite.1,SRX19890042,CCSORC001793-1139-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244069,SAMN34087661,simple,447426,human oral metagenome,1139-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,C42F7AD0AC2BFABF3B72BBDF5C61CCB1,035D61D4879F37F9D661740B55450BD5
SRR24089280,2023-08-07 16:16:07,2023-04-06 03:19:49,6686215,2019236930,6686215,302,766,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089280/SRR24089280.lite.1,SRX19890043,CCSORC001793-1139-V1_4-6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244070,SAMN34087662,simple,447426,human oral metagenome,1139-V1_4-6,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,508F38DAA496BAA6B7D590DD4F771E99,962955BD83CAC183320BF84C90EAA27B
SRR24089275,2023-08-07 16:16:07,2023-04-06 03:17:44,2557024,772221248,2557024,302,303,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089275/SRR24089275.lite.1,SRX19890047,CCSORC001793-2004-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244075,SAMN34087666,simple,447426,human oral metagenome,2004-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,F377CEBA14D426CB1B71475C5361EB6E,D3594E4E36560EC273ABDE78F07DA164
SRR24089258,2023-08-07 16:16:07,2023-04-06 03:18:11,3283002,991466604,3283002,302,384,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089258/SRR24089258.lite.1,SRX19890064,CCSORC001793-1015-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244091,SAMN34087123,simple,447426,human oral metagenome,1015-V2,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,C59E853E64B826A82B42C125265199A2,743387DB13F7174CD0E7611396EE0E75
SRR24089251,2023-08-07 16:16:08,2023-04-06 03:17:25,1822309,550337318,1822309,302,224,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089251/SRR24089251.lite.1,SRX19890071,CCSORC001793-1017-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244098,SAMN34087129,simple,447426,human oral metagenome,1017-V3,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,E33545A305966C950ED9A02A2963F1F1,0760CACEB6D681F8EA20F1116A19E5B4
SRR24089249,2023-08-07 16:16:08,2023-04-06 03:17:50,2734674,825871548,2734674,302,316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089249/SRR24089249.lite.1,SRX19890073,CCSORC001793-1019-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244100,SAMN34087131,simple,447426,human oral metagenome,1019-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,93BE56C96C8C0BEC0C312C491796E540,DD201E02878A13EF53EFEDA7DA8A02BD
SRR24089278,2023-08-07 16:16:07,2023-04-06 03:18:21,3323487,1003693074,3323487,302,388,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089278/SRR24089278.lite.1,SRX19890048,CCSORC001793-2005-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244074,SAMN34087667,simple,447426,human oral metagenome,2005-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,8830211BB1C88907819EC62F94E80287,59EAB04D00AEF737BE7D1B934F670500
SRR24089269,2023-08-07 16:16:07,2023-04-06 03:18:09,3179328,960157056,3179328,302,387,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089269/SRR24089269.lite.1,SRX19890053,CCSORC001793-2011-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244079,SAMN34087671,simple,447426,human oral metagenome,2011-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,C291A6E67CC727BE8CD8A897C4687973,2276831F8DFB7A9A9713C1814254804F
SRR24089247,2023-08-07 16:16:08,2023-04-06 03:17:33,2686543,811335986,2686543,302,322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24089/SRR24089247/SRR24089247.lite.1,SRX19890078,CCSORC001793-1020-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP431222,PRJNA952827,,952827,SRS17244105,SAMN34087136,simple,447426,human oral metagenome,1020-V1,,,,,,,no,,,,,KENVUE (PART OF JOHNSON & JOHNSON CONSUMER),SRA1616597,,public,E6B4AD75BA18A05A3C205739316922D1,33642B2EE7A50033FEE8D4A6DCC789AA
SRR24288431,2023-04-24 18:39:09,2023-04-24 17:14:35,35294201,7058275453,35294201,199,2031,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24288/SRR24288431/SRR24288431.lite.1,SRX20083953,2789A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP434184,PRJNA961175,,961175,SRS17416437,SAMN34353426,simple,408170,human gut metagenome,2789A,,,,,,,no,,,,,MSKCC HCT MICROBIOTA,SRA1626486,,public,6030E34EBEA30B172802C3E0FCC48DCB,96F17D53B240D061E0FA83E8746A915B
SRR24305131,2023-05-17 03:04:00,2023-04-26 06:07:20,20725265,5625162179,20725265,271,1758,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR024/24305/SRR24305131/SRR24305131.lite.1,SRX20100216,P1_uni9gF_C68_S0,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 2000,SRP434515,PRJNA941777,,941777,SRS17431310,SAMN34140517,simple,3040904,Scytosiphon promiscuus x Scytosiphon shibazakiorum,uni9gF,,,,,,,no,,,,,NATIONAL CENTER FOR SCIENTIFIC RESEARCH (CNRS),SRA1627473,,public,43CF5E1ECB19DF38BB7A1E4978EB9AC7,6F3221B14F482B4AE5B631894C15EBD4
SRR24424262,2023-05-04 09:34:54,2023-05-03 22:03:27,6752025,2025607500,6752025,300,661,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24424/SRR24424262/SRR24424262.lite.1,SRX20211646,HL3T5Ae1,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP435825,PRJNA966896,,966896,SRS4662058,SAMN11479100,simple,210372,Aquilaria sinensis,HL3T5Ae1,,,,,,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1632191,,public,8B35E1D7288C73AEEB885F3D1C2108D9,7ABA5141F44CBCAFE8550977A3252BD6
SRR24441482,2023-10-19 16:22:26,2023-05-04 20:10:55,20594861,3130418872,20594861,152,1245,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24441/SRR24441482/SRR24441482.lite.1,SRX20228909,GSM7298953,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP435999,PRJNA967348,3,967348,SRS17546983,SAMN34591121,simple,10090,Mus musculus,GSM7298953,,,,,,,no,,,,,"JUNHYONG KIM, BIOLOGY, UNIVERSITY OF PENNSYLVANIA",SRA1632881,,public,BE527D962ED7916E5A5D444EC66DFC6F,6466B9ACF3E6834C1DB923B3A6930728
SRR24551510,2023-07-07 04:21:40,2023-05-14 15:30:52,1854470,559640305,1854470,301,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24551/SRR24551510/SRR24551510.lite.1,SRX20335458,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437594,PRJNA972450,,972450,SRS17657158,SAMN35078887,simple,9606,Homo sapiens,GSM7340109,,,,,,,no,,,,,GEO,SRA1637811,,public,57BF3B95FDAE785EB08F247C517D5D97,1CA7B70220A9A1505A912CCB5A416899
SRR24669469,2023-05-22 18:45:01,2023-05-19 17:38:08,1849644,539744799,1849644,291,187,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24669/SRR24669469/SRR24669469.lite.1,SRX20448959,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438682,PRJNA974472,,974472,SRS17769171,SAMN35230467,simple,10090,Mus musculus,GSM7396557,,,,,,,no,,,,,GEO,SRA1641295,,public,662D45A60B1B5997BED0E1D634DCB564,8E2159922249678A837051F30FD5DBD0
SRR24722925,2023-05-27 18:37:44,2023-05-24 11:27:02,1877963,537008040,1877963,285,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/SRR024/24722/SRR24722925/SRR24722925.lite.1,SRX20501089,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439304,PRJNA975853,,975853,SRS17824578,SAMN35350400,simple,10090,Mus musculus,GSM7417834,,,,,,,no,,,,,GEO,SRA1643412,,public,F3A881EE6EF436A09E9BC7A7C568604F,34ED95DBB0DFA41749500A5A32D24278
SRR24735301,2023-05-25 11:59:29,2023-05-25 07:40:18,33518712,10055613600,33518712,300,6754,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24735/SRR24735301/SRR24735301.lite.1,SRX20512887,A35,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP439480,PRJNA973986,,973986,SRS17818356,SAMN35160219,simple,256318,metagenome,A35,,,,,,,no,,,,,ZHONGSHAN UNIVERSITY,SRA1641821,,public,C562ACFC6348B8BDF976B82221CF40D6,A529F318CAD64C5BA593ECD24013680B
SRR24791192,2023-06-01 06:10:47,2023-06-01 06:05:07,48177501,14549605302,48177501,302,4519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24791/SRR24791192/SRR24791192.lite.1,SRX20563667,HFI-150992,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP440617,PRJNA978393,,978393,SRS17868355,SAMN35555063,simple,749906,gut metagenome,HFI2,,,,,,,no,,,,,HAINAN UNIVERSITY,SRA1647411,,public,2FD5B88AD29B0555FF9F43E8A567428E,938533A82AE5F50DEC95F40DC37605C5
SRR24869929,2023-07-05 00:09:28,2023-06-07 20:40:50,1589790,464019136,1589790,291,169,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24869/SRR24869929/SRR24869929.lite.1,SRX20634017,GSM7462950,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441704,PRJNA981119,,981119,SRS17933142,SAMN35667153,simple,9606,Homo sapiens,GSM7462950,,,,,,,no,,,,,"ECKER LAB, GENOMIC ANALYSIS LABORATORY, HHMI-SALK-INSTITUTE",SRA1650814,,public,0E57EE941D1B89C367D689C437993461,10A99F2D150B7A91A6B803AF52D0D4DE
SRR24954748,2023-09-05 13:44:13,2023-06-17 08:40:03,5794444,1749922088,5794444,302,724,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954748/SRR24954748.lite.1,SRX20712583,CCSORC004913-10011071-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004746,SAMN35772845,simple,447426,human oral metagenome,10011071_V2,,,,,,,no,,,,,KENVUE,SRA1657243,,public,630F234EA20A3C067458D1252272CA2B,1CC2BB193A9B0574077602ED9760666B
SRR24954740,2023-09-05 13:44:13,2023-06-17 08:38:37,2794551,843954402,2794551,302,274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954740/SRR24954740.lite.1,SRX20712591,CCSORC004913-10011093-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004754,SAMN35772907,simple,447426,human oral metagenome,10011093_V3,,,,,,,no,,,,,KENVUE,SRA1657243,,public,57793C2149308BC6B23751CBAEB60324,C8A3BEEB77AD145741EFB5DBA5BB1850
SRR24954718,2023-09-05 13:44:13,2023-06-17 08:39:25,1783337,538567774,1783337,302,214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954718/SRR24954718.lite.1,SRX20712613,CCSORC004913-10011118-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004776,SAMN35772980,simple,447426,human oral metagenome,10011118_V1,,,,,,,no,,,,,KENVUE,SRA1657243,,public,D2DC7046F14EEE218E6E8A07CEA41B97,ACB47C5A1051BE758E5CE3C8BC68CFAA
SRR24954713,2023-09-05 13:44:13,2023-06-17 08:38:22,2574809,777592318,2574809,302,257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954713/SRR24954713.lite.1,SRX20712618,CCSORC004913-10011119-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004781,SAMN35772985,simple,447426,human oral metagenome,10011119_V3,,,,,,,no,,,,,KENVUE,SRA1657243,,public,53FE136C7C59451A40D6B169EF94AE38,66DAC578D72CFD83CEFE1FEDD585E1C4
SRR24954710,2023-09-05 13:44:13,2023-06-17 08:38:16,2792345,843288190,2792345,302,271,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954710/SRR24954710.lite.1,SRX20712621,CCSORC004913-10011120-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004784,SAMN35772988,simple,447426,human oral metagenome,10011120_V3,,,,,,,no,,,,,KENVUE,SRA1657243,,public,4F84DAEDBB0658474E611E727912D275,288A42D85D540F1D1BDE062BD187D746
SRR24954704,2023-09-05 13:44:13,2023-06-17 08:38:49,3093262,934165124,3093262,302,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954704/SRR24954704.lite.1,SRX20712627,CCSORC004913-10011128-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004790,SAMN35773011,simple,447426,human oral metagenome,10011128_V2,,,,,,,no,,,,,KENVUE,SRA1657243,,public,34005753F3022049187DDC98A413A236,82EC85042293B7BFF6F5AB94337F4C74
SRR24954702,2023-09-05 13:44:13,2023-06-17 08:38:57,1934803,584310506,1934803,302,232,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954702/SRR24954702.lite.1,SRX20712629,CCSORC004913-10011129-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004792,SAMN35773013,simple,447426,human oral metagenome,10011129_V1,,,,,,,no,,,,,KENVUE,SRA1657243,,public,9337910D508848335002A6BA44D3B689,11F2CF66DCB4C2C0AD0BF5A5F3938D6C
SRR24954699,2023-09-05 13:44:13,2023-06-17 08:38:56,2038670,615678340,2038670,302,242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954699/SRR24954699.lite.1,SRX20712632,CCSORC004913-10011130-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004795,SAMN35773016,simple,447426,human oral metagenome,10011130_V1,,,,,,,no,,,,,KENVUE,SRA1657243,,public,505AC0081C0AB76BB6E499487A99397F,2AC64E664AC7860F739C7D3A68A6BB7B
SRR24954693,2023-09-05 13:44:13,2023-06-17 08:39:08,3393185,1024741870,3393185,302,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954693/SRR24954693.lite.1,SRX20712638,CCSORC004913-10011131-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004801,SAMN35773021,simple,447426,human oral metagenome,10011131_V3,,,,,,,no,,,,,KENVUE,SRA1657243,,public,83C7326BF0185EB4F9B4FA5948864142,4413B18741A0E0A0316B48E561C28BAE
SRR24954689,2023-09-05 13:44:13,2023-06-17 08:55:48,24591436,7426613672,24591436,302,2963,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954689/SRR24954689.lite.1,SRX20712642,CCSORC004913-10011133-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004805,SAMN35773025,simple,447426,human oral metagenome,10011133_V1,,,,,,,no,,,,,KENVUE,SRA1657243,,public,E1418E0202E2B632BEB9DD5EC2417F74,7B4E1C34E5319D22585B7E5B6DB1E631
SRR24954677,2023-09-05 13:44:13,2023-06-17 08:37:28,1223263,369425426,1223263,302,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954677/SRR24954677.lite.1,SRX20712654,CCSORC004913-10011152-V1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004817,SAMN35773071,simple,447426,human oral metagenome,10011152_V1,,,,,,,no,,,,,KENVUE,SRA1657243,,public,7FA5DC8D8951735A22BED2875DE37E8D,0DE7E3FD5EE7625895A76010B637BB1B
SRR24954670,2023-09-05 13:44:13,2023-06-17 08:37:14,1609192,485975984,1609192,302,164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954670/SRR24954670.lite.1,SRX20712661,CCSORC004913-10011154-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004823,SAMN35773078,simple,447426,human oral metagenome,10011154_V2,,,,,,,no,,,,,KENVUE,SRA1657243,,public,7EAEDEB3091374A124F1034512DE2353,30B2081CDB21876BB84CADEAA0D3C8A2
SRR24954657,2023-09-05 13:44:14,2023-06-17 08:37:27,2488090,751403180,2488090,302,237,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954657/SRR24954657.lite.1,SRX20712674,CCSORC004913-10011179-V3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004837,SAMN35773143,simple,447426,human oral metagenome,10011179_V3,,,,,,,no,,,,,KENVUE,SRA1657243,,public,417838E3148892D45CAD3F7B827A0D0E,0FD24D8B48FDF12C3076EDD56729BABA
SRR24954652,2023-09-05 13:44:14,2023-06-17 08:37:01,1782075,538186650,1782075,302,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24954/SRR24954652/SRR24954652.lite.1,SRX20712679,CCSORC004913-10011181-V2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq X,SRP444524,PRJNA984617,,984617,SRS18004842,SAMN35773148,simple,447426,human oral metagenome,10011181_V2,,,,,,,no,,,,,KENVUE,SRA1657243,,public,625C212F06C66D211C382736DC21C0EE,D0D4C8B1C07EA40F0A422624BF6CC649
